time,mean_droplet_volume,std_droplet_volume
11:51:32.981,90.9158967035565,3.19174446003167
11:51:35.151,95.9137233218927,3.97585789223436
11:51:37.154,98.499849015334,1.96256768890277
11:51:39.250,95.9541528366319,1.34577333808155
11:51:41.446,94.2364289359105,1.37148555399203
11:51:43.516,84.1716452693695,3.76058394427636
11:51:45.587,93.884933964165,5.0272426442465
11:51:47.428,96.083240100243,1.85011815282629
11:51:49.570,98.6281928862933,2.26431453231969
11:51:51.603,97.0221404172264,1.30412847353934
11:51:53.771,97.8666336946013,2.00945577834651
11:51:55.865,81.3774491717342,4.57351847768022
11:51:57.958,92.8964502373925,6.87838468516981
11:51:59.716,88.3749362921195,2.01867273987956
11:52:01.768,91.8111754470303,3.71386488520595
11:52:03.718,90.1817982765543,1.43201591970233
11:52:05.751,91.5986215065981,2.19410735377365
11:52:07.727,102.350869376841,5.28015626465837
11:52:09.844,97.4687881803698,2.12483123887696
11:52:12.014,88.584890182308,1.99070779290512
11:52:14.153,89.7938708477256,1.97324304777762
11:52:15.937,92.3581099375662,2.860911570379
11:52:17.930,90.8122998871023,1.17317051736665
11:52:19.974,94.532864244666,2.42767835275716
11:52:21.931,93.8407764244969,1.42487878613434
11:52:24.020,101.781350154082,3.95244899412568
11:52:26.065,92.7428742133018,2.83851848076739
11:52:28.280,88.9605182381766,1.75885372460833
11:52:30.257,90.7985453063454,2.34586740782082
11:52:32.208,92.9231487480726,2.39142547711951
11:52:37.939,95.1638793750646,2.29968582193061
11:52:40.068,95.6728197752729,1.87884385859806
11:52:42.052,88.50053331633,2.00845197354551
11:52:44.059,90.3615972725652,3.52865606673714
11:52:45.935,88.7863003309286,1.72199687437641
11:52:47.835,95.7835137428845,4.29877814823477
11:52:49.899,88.9218263583437,1.83937838828566
11:52:51.950,90.6683560743502,2.35356047706566
11:52:53.801,92.5379829579479,2.07181787450487
11:52:55.742,90.2882200247227,1.83585451634448
11:52:57.651,86.7019739041061,1.96272449990878
11:52:59.723,86.5819354680328,2.11502067543323
11:53:01.736,81.4995986617827,1.67970911989416
11:53:03.743,77.6509196454435,1.42814637614043
11:53:05.640,80.3262510830225,2.30752307740318
11:53:07.544,86.6579984599276,3.06174447036658
11:53:09.514,75.5789093272197,3.21892523969768
11:53:11.402,73.2718951198872,1.3409592031557
11:53:13.273,81.9629860563511,4.35154114734928
11:53:14.953,79.4845806145781,1.20493430138696
11:53:16.930,79.0390217249157,1.67474219985624
11:53:18.814,73.4102457648562,1.98204362836588
11:53:20.717,77.4743242205605,3.26395910087349
11:53:22.436,73.4811121501951,1.77876519086832
11:53:24.302,71.9058328426364,1.27801941401652
11:53:25.993,78.5408852494691,3.65594775255995
11:53:27.745,71.6093994716916,1.83100271452235
11:53:29.614,81.0120273889607,5.50112621533366
11:53:33.240,75.9995486751991,1.91962076055138
11:53:35.171,77.0847399635341,2.35779226143069
11:53:37.005,66.9256228941936,2.92295131587618
11:53:38.466,72.7657337825315,4.13083014579719
11:53:40.372,74.2098616704602,1.60404649758537
11:53:41.978,75.1775039841609,1.83517019971087
11:53:43.835,81.4111049808882,3.62273885098892
11:53:45.663,72.9976949473877,2.72660298581526
11:53:47.475,83.3331550390498,4.89534655350835
11:53:49.264,76.7404481573427,2.08902863371081
11:53:51.234,76.0744791194687,1.90841529973543
11:53:53.050,76.8394038201423,1.95117285364162
11:53:54.831,73.4713424188864,1.69188601454037
11:53:56.662,73.3924785065145,1.74748682474191
11:53:58.398,73.1093857882045,1.23009495848891
11:54:00.116,77.2170226770844,2.57839958247469
11:54:01.815,80.7309938646995,2.91628366613288
11:54:03.714,81.5820148029469,2.02638665904005
11:54:05.632,78.7195139369697,1.42326804461342
11:54:07.583,74.887489288382,0.807671875741428
11:54:09.397,74.4915843771172,1.32901194144126
11:54:11.217,77.8360249310351,2.99985663665549
11:54:12.862,79.3985887119653,1.31379177544243
11:54:14.772,74.6966069837436,1.84750878122983
11:54:16.614,77.5398302983757,2.76820107379735
11:54:18.393,74.4026292711845,1.49497823340531
11:54:20.227,82.0775103491511,4.15583629845248
11:54:23.917,72.5343746805715,2.89659124277063
11:54:25.888,79.7408837979521,4.21511892067145
11:54:27.613,82.3485159141398,2.14969702534072
11:54:29.530,79.0234847458242,1.04808663296142
11:54:31.459,76.5124680160006,1.20882791496159
11:54:33.292,70.0028942815865,1.45613144221939
11:54:35.070,72.6606685899758,2.22169445566748
11:54:36.760,75.3946492442146,2.37243165300821
11:54:38.506,76.5418043392774,1.47604296542136
11:54:40.234,77.2804963143834,1.93199464799789
11:54:42.069,73.0464208262293,1.73461418014754
11:54:43.733,67.1720577762849,1.33770538666636
11:54:45.531,72.6354438430984,2.58985203841429
11:54:47.377,71.7600758849522,1.29838874765941
11:54:49.148,79.1385348958702,3.47223031605175
11:54:50.858,71.7962438308672,2.61579537437287
11:54:52.714,78.834280133146,4.16149933808951
11:54:54.408,72.6862965776553,2.2130297436053
11:54:56.243,76.6983176323207,2.70901955995341
11:54:57.978,75.9356109615844,1.45398488037292
11:54:59.738,73.7575028090687,1.00969065714206
11:55:01.490,75.0180161692214,2.0641384049256
11:55:03.232,70.9531084185952,1.29375323294472
11:55:05.045,70.3374018874821,1.64680403855326
11:55:06.643,71.5803778488819,1.55766188175556
11:55:08.322,72.6232278253615,1.98223955754975
11:55:10.033,79.3989888698866,3.77205190548386
11:55:11.774,73.3599500357075,2.09753961834793
11:55:17.234,74.9983054628545,2.60633377569669
11:55:19.055,74.0120764963415,1.73780902521209
11:55:20.803,75.4031854943825,1.93986871877049
11:55:22.502,78.7074345936128,2.65897960646975
11:55:24.278,75.6116840490553,1.64827529723763
11:55:26.141,74.9029704585237,1.65760563089076
11:55:27.938,77.9957815379432,2.38300719814274
11:55:29.723,78.2685739406148,2.03509674007579
11:55:31.544,70.1740985701382,2.2946697235518
11:55:33.407,74.4837528118314,3.19595811170987
11:55:35.020,73.6456833125239,1.63395612648925
11:55:36.813,74.9526359519892,2.17274796293654
11:55:38.503,74.2846125266499,1.63078755662067
11:55:40.305,78.5381451850579,2.98923401532757
11:55:42.098,81.604392355307,2.48834203970376
11:55:44.015,73.2268852664542,2.3858206500952
11:55:45.852,69.998994437437,1.58730037060929
11:55:47.525,67.4024273351817,1.15996398452338
11:55:49.129,71.1498662535326,2.87132669145979
11:55:50.761,69.4438002927942,1.70716731717143
11:55:52.416,70.7400285798119,2.11025063827913
11:55:57.633,69.2473998253934,0.996088354847651
11:55:59.344,71.8169209175867,2.37892632570177
11:56:00.930,69.871239242557,0.703382106580364
11:56:02.654,72.5531272276011,2.31796201760386
11:56:04.324,75.4411964275153,2.14485828326631
11:56:05.980,68.652512073361,1.54011972857715
11:56:07.772,71.1091182155542,2.181577068984
11:56:09.398,71.7250478239185,1.63205552171091
11:56:11.001,67.0375884370758,1.12939788887989
11:56:12.745,71.2057391511038,2.69106166884205
11:56:14.185,70.7805313437977,1.28464778117856
11:56:15.898,68.956901821995,0.976099122608982
11:56:17.578,68.6619243928661,1.54762124035465
11:56:19.188,70.7188144141606,1.67059402216023
11:56:20.707,68.0458744904951,1.4550057166806
11:56:22.343,73.3461350399738,3.4058936280674
11:56:23.981,68.7045748148981,1.40726131892227
11:56:25.694,67.6914125689956,1.82748790412223
11:56:27.224,71.9128276935341,3.08339849192371
11:56:28.937,68.9319175398162,1.43437554655511
11:56:30.595,70.5770612142598,2.29192287347842
11:56:32.217,67.8434004397275,1.64836629311772
11:56:33.819,67.6928473416969,1.88560192212104
11:56:35.468,70.8513240277342,2.47716141682117
11:56:37.016,68.7014043803342,1.49714926587769
11:56:38.608,73.8196695926649,3.29705206826579
11:56:40.301,67.9559020339146,1.72964860758447
11:56:41.994,68.6365824965202,2.00043872512027
11:56:43.566,66.9641653159678,1.58360164413582
11:56:45.158,72.0057954564992,3.49633776928185
11:56:46.737,68.694318533073,1.38382998933458
11:56:51.659,67.7636634555271,1.54923501868813
11:56:53.308,71.0366310570421,2.60533501569888
11:56:54.915,70.4640719259544,1.51048740379849
11:56:56.611,67.0658226921419,1.41334104809548
11:56:58.245,68.5588079919955,2.22433489368603
11:56:59.859,69.5925816355429,1.89420162207821
11:57:01.415,71.6269069459487,2.72678756106172
11:57:03.071,68.3324248650923,1.27305882468052
11:57:04.672,66.7677911147109,1.50440073021664
11:57:06.346,63.449071219868,1.46133292106677
11:57:07.890,62.997955375995,1.53599887164866
11:57:09.392,70.7751534433012,3.52820148602886
11:57:10.910,69.7446660241568,1.30294616176028
11:57:12.543,72.1311816630478,2.50790055278733
11:57:14.084,71.3388507896303,1.73356622261772
11:57:15.838,67.5477694398794,1.48648228449322
11:57:17.486,75.5466627468979,5.11527763048303
11:57:19.170,70.5334372184868,1.88679304504223
11:57:20.938,69.2770580014206,1.22590756197872
11:57:22.467,71.1041729665422,2.04261138498374
11:57:24.133,70.6240713229339,1.69995382558335
11:57:25.727,67.0249936360574,1.56051771493725
11:57:27.359,72.271526153802,4.27184661998566
11:57:28.948,70.5561899882631,1.48811934191068
11:57:30.597,70.3619715838575,1.83247601155778
11:57:32.270,69.6028806389809,1.53485560847429
11:57:33.913,65.4030477760554,1.35487050766138
11:57:35.405,69.3746373018327,2.8405428621692
11:57:36.937,68.2549135974785,1.28402291608712
11:57:38.513,66.3263016276393,1.45443712548617
11:57:40.095,67.278341693259,2.21289024493493
11:57:41.597,64.2415392198213,1.15236760478069
11:57:43.182,68.6629159706307,3.95508652028483
11:57:44.534,68.2944234272322,1.6443908685675
11:57:46.214,62.4740234918915,1.56220693469558
11:57:47.776,67.2471016294611,3.15155200636433
11:57:49.219,65.1453121629695,1.21604995942319
11:57:50.785,61.7971790783563,1.15218302733196
11:57:52.250,62.5488006142252,2.0565332229694
11:57:53.659,61.6688810909388,1.57124828616146
11:57:55.153,59.3410784843392,0.64414836182645
11:57:56.374,55.7164406683926,1.86570656649568
11:57:57.771,55.1497906269629,1.54183412980224
11:57:59.123,58.8887318311554,2.66488471060206
11:58:00.413,65.7410138808921,3.26132912137359
